seconds_in_video,angle_radians,angle_degrees
31.0,,
31.02,,
31.04,,
31.06,,
31.08,,
31.1,,
31.12,,
31.14,,
31.16,,
31.18,,
31.2,,
31.22,,
31.24,,
31.26,3.1370151621239226,179.73772905824848
31.28,,
31.3,-2.912723521444594,-166.88676466725818
31.32,-2.9416637900624045,-168.5449199170336
31.34,-2.847061794265533,-163.12462482435853
31.36,-2.9834246904335813,-170.93764325696836
31.38,-2.8318289519637694,-162.25184725047913
31.4,-2.8334557860911675,-162.3450579799469
31.42,-2.8994426155272333,-166.1258248100831
31.44,-3.0151457677215077,-172.75512710717484
31.46,-2.899798100260961,-166.14619258500701
31.48,-2.9925114508316097,-171.458276277222
31.5,-2.93692858953776,-168.27361291182334
31.52,-2.9691217293676755,-170.11814395335202
31.54,-3.024108598563921,-173.2686594869348
31.56,-3.069520210571697,-175.870553195866
31.58,-3.017624910992959,-172.89717155343723
31.6,-3.025973068548745,-173.37548574809404
31.62,-2.990337624796084,-171.33372521999073
31.64,-2.9803573314862564,-170.76189653503494
31.66,-3.0491686892358145,-174.70449691664948
31.68,-3.014714758140107,-172.73043207723086
31.7,-3.0645386131341454,-175.5851286874611
31.72,-3.1143104409786724,-178.4368443616042
31.74,3.11501687675555,178.47732015011633
31.76,3.0052211445799655,172.18648808790658
31.78,3.0177547972529437,172.9046134879511
31.8,2.9659056489927162,169.933876121292
31.82,2.927625811217247,167.74060297631218
31.84,2.8304747145338665,162.17425516128705
31.86,2.761388382089318,158.2158998901767
31.88,2.619817169547797,150.10446691099798
31.9,2.623165537098066,150.29631423988698
31.92,2.5274164735916247,144.81029700863778
31.94,2.5406993312633253,145.5713486930992
31.96,2.3603422312951112,135.23764805970146
31.98,2.3343568234321106,133.74879386022545
32.0,2.19262848818574,125.62835841319318
32.02,2.303634138645467,131.98851368663998
32.04,2.2361084198412717,128.11957499057243
32.06,2.3461701462878533,134.42564740188493
32.08,2.370162334720755,135.8002985403728
32.1,2.4365237679410083,139.60252858633257
32.12,2.459783031140999,140.935186202276
32.14,2.4800547703117948,142.09667130015262
32.16,2.4915104828319583,142.75303527887317
32.18,2.503302989899708,143.42869616373343
32.2,2.5483877300133453,146.011861492689
32.22,2.6395714082150525,151.23630141412588
32.24,2.6292754171997292,150.64638458304321
32.26,2.8051439209573203,160.72290759763385
32.28,2.9195010869265556,167.27509056474813
32.3,3.0251389608518604,173.32769489740318
32.32,3.091892537560143,177.15239311019056
32.34,,
32.36,3.121110273745098,178.82644608051515
32.38,3.030924178429951,173.65916344819266
32.4,3.0313731595416953,173.6848881709767
32.42,2.9915662399424314,171.4041196825223
32.44,2.9773701736052383,170.59074499571338
32.46,2.836488921884092,162.51884385957152
32.48,2.8695637094129642,164.41388959326784
32.5,2.9206748171485657,167.34234035275625
32.52,-2.6966973072598246,-154.50937433028173
32.54,-2.868668164353868,-164.36257864101782
32.56,-2.808565939480325,-160.9189748164176
32.58,-2.9144689062048124,-166.98676784764513
32.6,-2.866565905558426,-164.24212808459475
32.62,-3.0032725283522894,-172.07484060217004
32.64,-3.0156638818084964,-172.78481285766557
32.66,-3.123502810127575,-178.96352831756258
32.68,3.0974408090907417,177.47028565248647
32.7,2.9622944757771577,169.7269711369498
32.72,2.924600973086444,167.5672925177069
32.74,2.7934481816073307,160.05279109459437
32.76,2.778835401648209,159.21554047598335
32.78,2.7564918434910206,157.93534889427136
32.8,2.776132230489887,159.06066017731
32.82,2.773133255895762,158.8888315901997
32.84,2.885978248362062,165.35437339770425
32.86,2.873302800348338,164.62812372308036
32.88,2.885659179685009,165.33609210913428
32.9,2.873086853868023,164.61575090115764
32.92,2.9010637508011907,166.21870901930063
32.94,2.9157012152345816,167.05737395410677
32.96,2.9497785868250577,169.00986352314007
32.98,2.9148509278031054,167.00865607291016
33.0,2.895384019109302,165.8932843645887
33.02,2.8566016873444373,163.6712204347858
33.04,2.8228930308484648,161.73985668451033
33.06,2.7993879928292733,160.39311720871612
33.08,2.790189401079463,159.86607672398813
33.1,2.715644167952023,155.59494948296702
33.12,2.770130695486531,158.71679755101766
33.14,2.7795510164109105,159.2565421816434
33.16,2.817880217913221,161.4526436598323
33.18,2.8205629396549967,161.60635229324402
33.2,2.8597278417238465,163.85033588683228
33.22,2.858731365393073,163.79324199869427
33.24,2.900218667074354,166.1702892884177
33.26,2.908400853537048,166.63909403991914
33.28,2.8958278892620597,165.91871625099355
33.3,2.832900862026137,162.3132631730704
33.32,2.8341282581390352,162.38358779013024
33.34,2.826403380003952,161.94098487573706
33.36,2.843287666320424,162.9083832217614
33.38,2.859784308469847,163.85357119306096
33.4,2.863454756799753,164.06387239128543
33.42,2.9046295615753133,166.42301492720011
33.44,2.920974889805464,167.3595332495438
33.46,2.972124638227095,170.2901979572592
33.48,3.031807191325652,173.70975636037195
33.5,3.0743752900993835,176.14872876200278
33.52,3.122985063518657,178.93386362201437
33.54,-3.124386074379126,-179.01413563137123
33.56,-3.1226536097471187,-178.91487271980154
33.58,-3.0259125648408407,-173.37201914098623
